HOUSEID,PERSONID,GASPRICE,TRAVDAY,TDAYDATE,TRPTRANS,TRPMILES,TRVLCMIN
30035195,1,263.5,1,201608,2,209.32100000000003,315
30035195,2,263.5,1,201608,2,208.57500000000002,345
30035204,2,209.3,1,201605,2,6.702,85
30035215,2,237.8,1,201607,2,143.902,240
30035236,1,205.2,5,201608,2,27.172,96
30035240,1,215.3,4,201610,2,60.885999999999996,98
30035240,2,215.3,4,201610,2,60.885999999999996,98
30035271,1,220.8,7,201608,2,4.633,15
30035284,1,215.3,5,201611,1,0.692,44
30035284,1,215.3,5,201611,2,55.532000000000004,120
30035284,2,215.3,5,201611,2,24.183,100
30035288,1,215.3,3,201611,2,11.329,49
30035288,2,215.3,3,201611,2,14.459,47
30035309,1,224.2,5,201607,2,18.901,74
30035319,1,215.3,5,201610,2,59.183,104
30035319,2,215.3,5,201610,2,79.19200000000001,135
30035333,1,243.6,4,201607,2,56.608999999999995,133
30035337,2,228.3,2,201608,2,9.815,46
30035345,1,235.7,6,201609,2,4.529,30
30035345,2,235.7,6,201609,2,29.884,160
30035351,1,223.6,6,201609,2,12.361,60
30035351,2,223.6,6,201609,2,13.773,65
30035357,1,272.0,2,201701,2,42.499,105
30035357,2,272.0,2,201701,2,42.498000000000005,105
30035359,1,259.6,6,201608,2,25.288,81
30035414,1,231.0,1,201608,1,4.553,56
30035414,1,231.0,1,201608,2,28.129,80
30035414,1,231.0,1,201608,3,3.668,35
30035414,2,231.0,1,201608,1,4.553,56
30035414,2,231.0,1,201608,3,3.669,35
30035436,1,207.9,3,201609,2,20.24,45
30035436,1,207.9,3,201609,7,20.85,105
30035436,1,207.9,3,201609,8,1502.966,215
30035436,2,207.9,3,201609,2,13.759,50
30035468,1,266.0,6,201609,2,22.314999999999998,93
30035468,2,266.0,6,201609,2,55.095,90
30035498,1,215.3,5,201610,2,39.493,45
30035498,1,215.3,5,201610,8,1371.932,240
30035498,2,215.3,5,201610,2,39.493,45
30035498,2,215.3,5,201610,8,1371.932,495
30035525,1,230.3,1,201604,2,54.656,88
30035525,2,230.3,1,201604,2,54.655,88
30035535,1,228.3,6,201608,2,13.290000000000001,72
30035581,1,212.0,5,201610,1,0.512,10
30035581,1,212.0,5,201610,2,32.938,75
30035581,2,212.0,5,201610,2,1.746,22
30035599,1,218.0,5,201607,1,2.0,60
30035599,1,218.0,5,201607,2,13.379999999999999,50
30035599,2,218.0,5,201607,1,2.0,60
30035599,2,218.0,5,201607,2,23.14,60
30035640,1,266.0,7,201609,1,0.108,3
30035640,1,266.0,7,201609,2,48.942,120
30035640,1,266.0,7,201609,3,23.593,155
30035658,1,216.5,6,201607,2,38.936,86
30035716,1,218.0,4,201607,2,5.004,35
30035752,1,208.7,2,201611,2,23.641,72
30035752,2,208.7,2,201611,2,68.592,119
30035768,1,233.6,1,201610,2,14.874,46
30035770,1,205.2,2,201608,1,1.0,20
30035770,1,205.2,2,201608,2,2.501,10
30035770,2,205.2,2,201608,2,24.167,85
30035772,1,235.6,4,201609,2,1.588,40
30035804,1,231.0,6,201608,2,25.783,105
30035804,2,231.0,6,201608,1,2.409,105
30035804,3,231.0,6,201608,4,3.09,55
30035820,1,228.3,3,201608,1,1.111,2
30035820,1,228.3,3,201608,2,16.253,40
30035820,2,228.3,3,201608,2,7.99,20
30035820,3,228.3,3,201608,2,16.253,40
30035828,1,226.9,7,201605,2,33.978,104
30035828,2,226.9,7,201605,2,15.443,67
30035845,1,235.7,4,201608,2,21.433,112
30035845,2,235.7,4,201608,2,19.871000000000002,50
30035845,3,235.7,4,201608,2,25.75,75
30035845,4,235.7,4,201608,2,24.127,78
30035892,1,265.6,1,201609,2,3.368,10
30035892,2,265.6,1,201609,2,3.368,10
30035897,1,212.7,3,201611,2,29.942,47
30035923,1,234.2,5,201609,2,79.731,203
30035924,1,274.0,6,201610,2,16.880000000000003,39
30035931,1,234.2,4,201609,2,6.064,22
30035931,2,234.2,4,201609,2,5.752000000000001,20
30035931,3,234.2,4,201609,1,1.664,30
30035931,3,234.2,4,201609,2,0.157,1
30035931,3,234.2,4,201609,4,3.532,15
30035934,1,271.6,3,201609,2,46.403,203
30035934,2,271.6,3,201609,2,46.403,203
30035982,1,205.4,3,201608,2,15.627,70
30036027,1,236.1,6,201609,1,1.61,61
30036027,1,236.1,6,201609,2,1.138,26
30036027,2,236.1,6,201609,2,1.137,27
30036032,1,205.2,5,201608,2,23.919,65
30036032,2,205.2,5,201608,2,7.699,40
30036032,3,205.2,5,201608,2,155.624,192
30036032,4,205.2,5,201608,2,15.017,40
30036033,1,225.9,5,201608,1,2.412,44
30036033,1,225.9,5,201608,2,13.57,50
30036033,2,225.9,5,201608,1,0.7,15
30036033,2,225.9,5,201608,2,12.115,33
30036035,1,215.2,7,201607,2,14.629999999999999,50
30036092,1,228.3,5,201608,2,80.409,240
30036092,2,228.3,5,201608,2,24.691,100
30036111,1,263.7,3,201612,2,62.459999999999994,120
30036111,2,263.7,3,201612,2,26.426000000000002,60
30036113,1,234.2,6,201609,2,164.127,236
30036136,1,276.3,3,201611,1,0.784,16
30036136,1,276.3,3,201611,2,24.926000000000002,65
30036205,1,225.9,2,201608,2,14.236,45
30036205,2,225.9,2,201608,2,24.013,50
30036237,1,215.2,3,201607,2,170.994,176
30036237,2,215.2,3,201607,2,185.24,213
30036253,1,279.7,5,201607,1,3.476,35
30036253,1,279.7,5,201607,2,49.709,115
30036253,2,279.7,5,201607,2,33.962,80
30036253,3,279.7,5,201607,1,1.419,17
30036253,3,279.7,5,201607,3,5.995,42
30036253,4,279.7,5,201607,1,2.348,45
30036253,4,279.7,5,201607,2,11.797,60
30036257,1,211.5,4,201607,2,18.997,80
30036264,1,216.5,2,201610,2,66.161,88
30036270,1,271.6,7,201610,2,19.833000000000002,67
30036272,1,263.5,7,201608,2,174.648,242
30036272,2,263.5,7,201608,2,20.866,135
30036301,1,219.8,2,201605,2,35.12,75
30036301,2,219.8,2,201605,2,35.12,75
30036303,1,225.0,2,201606,1,0.82,15
30036303,1,225.0,2,201606,2,30.903,105
30036309,2,274.4,4,201610,2,8.039,25
30036323,1,215.3,6,201611,2,19.61,140
30036323,2,215.3,6,201611,2,14.347999999999999,80
30036344,1,243.2,7,201611,1,1.1849999999999998,63
30036344,1,243.2,7,201611,2,16.208,54
30036344,2,243.2,7,201611,1,1.1849999999999998,63
30036344,2,243.2,7,201611,2,16.208,54
30036357,1,205.4,3,201608,2,7.1579999999999995,44
30036410,1,211.3,3,201609,1,4.444,45
30036410,1,211.3,3,201609,4,13.452,86
30036469,1,246.5,1,201606,1,1.018,35
30036469,1,246.5,1,201606,2,19.515,52
30036473,1,207.9,2,201609,1,0.663,26
30036473,1,207.9,2,201609,2,79.272,185
30036511,1,218.0,4,201607,2,44.501999999999995,115
30036511,2,218.0,4,201607,2,35.811,80
30036525,1,282.6,6,201607,1,0.43,12
30036525,1,282.6,6,201607,2,39.534,79
30036525,2,282.6,6,201607,2,10.0,120
30036549,1,232.6,4,201608,1,1.227,35
30036549,2,232.6,4,201608,1,0.044,2
30036549,2,232.6,4,201608,6,29.598,107
30036555,1,203.8,1,201608,2,39.795,76
30036555,2,203.8,1,201608,2,45.799,90
30036555,3,203.8,1,201608,2,3.203,22
30036557,1,263.7,4,201608,2,49.783,129
30036557,2,263.7,4,201608,2,62.708,115
30036588,1,215.2,6,201610,2,100.542,135
30036588,2,215.2,6,201610,2,78.38499999999999,176
30036589,1,232.6,2,201608,2,9.657,20
30036653,1,249.5,2,201606,1,0.75,35
30036653,1,249.5,2,201606,2,2.715,10
30036741,1,209.4,6,201605,2,58.554,161
30036789,1,276.3,2,201610,2,66.615,98
30036789,2,276.3,2,201610,2,8.006,30
30036807,1,232.6,5,201608,1,1.166,21
30036807,1,232.6,5,201608,2,36.572,69
30036807,2,232.6,5,201608,2,30.255,70
30036879,1,211.3,4,201609,2,17.336,58
30036897,1,220.4,1,201608,1,1.832,45
30036897,2,220.4,1,201608,1,1.832,45
30036906,1,232.6,5,201608,2,50.138000000000005,77
30036944,1,226.3,4,201605,2,7.869,50
30036944,2,226.3,4,201605,2,7.869,90
30036979,1,235.6,1,201609,1,0.183,5
30036979,1,235.6,1,201609,4,2.734,105
30036988,1,216.5,3,201610,8,24.842,30
30037030,1,226.6,5,201610,2,20.112,40
30037046,1,279.7,5,201607,2,6.349,30
30037048,1,205.4,3,201608,1,1.0,24
30037048,1,205.4,3,201608,2,17.39,50
30037048,2,205.4,3,201608,2,49.358,103
30037062,1,278.5,4,201606,2,38.290000000000006,50
30037062,2,278.5,4,201606,2,285.493,360
30037070,1,239.5,1,201610,2,11.754,35
30037077,1,265.6,3,201608,2,15.473,99
30037092,1,211.5,5,201607,2,17.918,66
30037092,2,211.5,5,201607,2,0.15,4
30037095,1,273.4,2,201607,2,10.213000000000001,20
30037095,2,273.4,2,201607,2,1.362,20
30037095,3,273.4,2,201607,2,41.803,78
30037122,1,215.3,3,201611,2,63.057,155
30037122,2,215.3,3,201611,2,22.399,65
30037127,1,207.6,6,201608,2,5.355,30
30037173,1,273.8,4,201606,2,12.486,50
30037173,2,273.8,4,201606,1,1.054,45
30037178,1,283.2,2,201606,2,11.623999999999999,45
30037178,2,283.2,2,201606,1,0.436,8
30037187,1,224.2,5,201607,2,12.952,50
30037187,2,224.2,5,201607,2,19.054000000000002,40
30037200,1,239.9,1,201605,2,13.687,60
30037211,1,218.0,6,201607,1,0.982,11
30037211,1,218.0,6,201607,2,44.053,85
30037211,2,218.0,6,201607,2,38.698,115
30037211,2,218.0,6,201607,7,26.165,30
30037211,2,218.0,6,201607,8,639.48,115
30037240,1,207.6,5,201609,2,36.876,146
30037240,2,207.6,5,201609,2,37.643,130
30037271,1,211.3,2,201609,1,0.516,10
30037271,2,211.3,2,201609,4,1.943,60
30037274,1,211.8,6,201609,4,7.426,80
30037274,2,211.8,6,201609,5,31.257,115
30037279,1,226.6,2,201610,2,5.809,30
30037295,1,273.4,7,201607,2,227.29699999999997,302
30037295,2,273.4,7,201607,2,227.29699999999997,302
30037300,1,230.1,5,201605,2,9.620000000000001,50
30037313,1,230.5,5,201607,1,14.614,50
30037313,1,230.5,5,201607,2,13.733,35
30037313,2,230.5,5,201607,1,0.5,5
30037313,2,230.5,5,201607,2,27.641000000000002,75
30037322,1,269.9,5,201609,2,17.918,75
30037322,2,269.9,5,201609,2,11.331,45
30037359,1,228.1,4,201609,2,9.486,27
30037359,2,228.1,4,201609,2,11.007,34
30037371,1,263.5,2,201608,2,7.557,35
30037377,1,234.2,6,201609,2,48.766000000000005,90
30037379,1,236.5,4,201605,1,0.6,22
30037379,1,236.5,4,201605,2,20.528000000000002,69
30037394,1,274.3,2,201610,2,36.576,92
30037394,2,274.3,2,201610,1,0.09,6
30037394,2,274.3,2,201610,2,1.375,20
30037394,3,274.3,2,201610,2,46.948,80
30037412,1,222.7,7,201608,2,22.339,45
30037412,2,222.7,7,201608,2,406.76000000000005,450
30037447,1,269.9,6,201609,1,1.091,43
30037447,1,269.9,6,201609,2,14.236,60
30037447,2,269.9,6,201609,1,0.482,12
30037447,2,269.9,6,201609,2,14.236,60
30037492,1,266.0,5,201609,1,0.239,3
30037492,1,266.0,5,201609,2,18.311,58
30037492,2,266.0,5,201609,2,38.52,132
30037529,1,212.0,7,201610,2,25.851,74
30037534,1,225.3,3,201609,2,27.604,60
30037536,1,203.8,1,201608,2,39.359,100
30037539,1,207.6,2,201609,2,35.548,75
30037539,2,207.6,2,201609,2,34.771,70
30037578,1,267.7,5,201608,2,32.725,71
30037578,2,267.7,5,201608,2,53.987,114
30037588,1,274.3,4,201610,2,12.484,33
30037588,3,274.3,4,201610,2,7.997,12
30037603,1,205.4,6,201608,2,74.763,165
30037603,2,205.4,6,201608,2,72.321,175
30037603,3,205.4,6,201608,2,74.447,130
30037604,1,267.7,6,201608,1,1.522,21
30037604,1,267.7,6,201608,2,19.642000000000003,77
30037604,2,267.7,6,201608,2,32.888,97
30037671,1,237.1,6,201606,2,55.416,103
30037672,1,233.8,5,201607,1,0.457,15
30037672,1,233.8,5,201607,6,6.983,30
30037672,1,233.8,5,201607,7,8.718,45
30037672,2,233.8,5,201607,3,2.515,45
30037676,1,228.1,6,201609,2,44.967999999999996,57
30037711,1,224.2,2,201607,2,9.841,27
30037711,2,224.2,2,201607,2,19.121000000000002,70
30037763,1,249.5,2,201606,3,17.824,80
30037824,1,235.7,5,201609,4,3.546,150
30037859,1,274.4,7,201610,2,43.94,120
30037879,1,228.1,4,201609,2,217.218,325
30037888,1,207.9,4,201609,2,121.418,186
30037888,2,207.9,4,201609,2,118.95400000000001,136
30037907,1,207.9,3,201609,2,28.298000000000002,125
30037907,2,207.9,3,201609,2,2.258,15
30037907,2,207.9,3,201609,4,2.247,40
30037937,1,250.1,6,201612,2,36.166,135
30037951,1,224.3,4,201607,2,6.709,20
30037951,2,224.3,4,201607,2,31.384999999999998,50
30037986,1,222.7,1,201608,2,5.877000000000001,30
30037992,1,283.2,3,201606,1,1.186,45
30037992,1,283.2,3,201606,4,2.798,35
30037992,1,283.2,3,201606,6,26.469,120
30038023,2,211.5,6,201607,2,19.432000000000002,165
30038027,1,209.3,2,201605,2,41.484,123
30038027,2,209.3,2,201605,1,0.232,4
30038027,2,209.3,2,201605,2,83.106,109
30038028,1,223.6,6,201609,1,0.204,2
30038028,1,223.6,6,201609,2,37.445,72
30038059,1,209.4,4,201605,2,4.026,30
30038059,2,209.4,4,201605,2,15.411999999999999,90
30038059,3,209.4,4,201605,2,61.105000000000004,90
30038073,1,236.0,1,201610,1,0.625,45
30038073,1,236.0,1,201610,2,16.409,103
30038073,2,236.0,1,201610,1,0.625,45
30038073,2,236.0,1,201610,2,7.557,34
30038094,1,220.4,2,201608,2,72.671,135
30038094,2,220.4,2,201608,2,28.897000000000002,80
30038119,1,269.9,7,201609,2,172.218,410
30038119,2,269.9,7,201609,2,165.321,360
30038152,1,230.2,4,201611,1,2.376,58
30038152,1,230.2,4,201611,9,6.9959999999999996,53
30038152,2,230.2,4,201611,1,3.142,85
30038152,2,230.2,4,201611,9,5.287,65
30038180,1,243.6,7,201607,1,0.144,3
30038180,1,243.6,7,201607,2,43.233,146
30038180,2,243.6,7,201607,1,0.144,3
30038180,2,243.6,7,201607,2,43.233,136
30038209,1,224.3,1,201607,2,85.358,150
30038252,1,216.5,6,201610,2,19.272,73
30038315,1,209.4,2,201605,2,12.992,43
30038315,2,209.4,2,201605,2,6.02,40
30038321,1,282.6,5,201607,2,29.287,76
30038321,2,282.6,5,201607,2,27.828000000000003,48
30038332,2,231.0,6,201608,2,9.757,90
30038413,1,282.6,6,201607,2,10.607,45
30038413,2,282.6,6,201607,2,2.285,10
30038416,1,216.5,5,201610,2,13.437000000000001,40
30038416,2,216.5,5,201610,2,13.437000000000001,40
30038416,3,216.5,5,201610,2,6.994,20
30038437,1,205.4,1,201608,2,15.097,20
30038454,1,276.3,3,201606,1,0.448,10
30038454,2,276.3,3,201606,1,0.448,10
30038456,1,211.8,4,201608,2,16.739,56
30038456,2,211.8,4,201608,2,47.295,85
30038456,3,211.8,4,201608,2,6.541,14
30038464,1,207.6,3,201608,2,18.921,50
30038468,1,203.8,2,201608,2,26.788,78
30038494,1,225.0,3,201606,2,25.948999999999998,62
30038494,2,225.0,3,201606,2,24.302999999999997,70
30038518,1,271.7,2,201609,1,1.366,39
30038518,1,271.7,2,201609,2,11.867,62
30038567,1,216.4,3,201608,2,43.492999999999995,70
30038576,1,239.5,5,201610,2,17.707,60
30038582,1,236.5,1,201605,2,25.685,75
30038589,1,223.0,4,201607,2,18.634,35
30038629,1,231.0,4,201608,2,15.325,35
30038635,1,226.9,2,201609,2,3.666,13
30038663,1,247.8,5,201606,2,5.226,20
30038698,1,211.8,4,201608,2,16.546,25
30038707,1,211.3,3,201609,2,78.906,172
30038730,1,222.7,4,201608,2,145.319,190
30038730,2,222.7,4,201608,2,146.244,210
30038779,1,274.4,3,201610,2,2.67,22
30038819,1,205.4,3,201608,2,10.61,639
30038843,1,212.0,3,201610,1,0.756,25
30038843,1,212.0,3,201610,2,24.237,94
30038864,1,222.2,2,201609,2,21.542,65
30038864,2,222.2,2,201609,2,21.542,65
30038870,1,278.7,3,201607,2,30.416,78
30038870,2,278.7,3,201607,2,6.0440000000000005,10
30038875,1,215.3,2,201610,2,7.151,30
30039005,1,216.4,6,201608,2,18.91,75
30039005,2,216.4,6,201608,2,18.911,75
30039013,1,232.4,1,201611,1,0.75,30
30039013,1,232.4,1,201611,2,15.759,100
30039013,1,232.4,1,201611,4,4.067,15
30039013,1,232.4,1,201611,7,2.682,25
30039013,1,232.4,1,201611,8,2139.035,420
30039013,2,232.4,1,201611,2,15.759,100
30039013,2,232.4,1,201611,4,4.067,15
30039013,2,232.4,1,201611,7,2.681,25
30039013,2,232.4,1,201611,8,2139.035,420
30039018,1,269.9,1,201609,2,57.677,89
30039018,2,269.9,1,201609,2,74.648,126
30039018,3,269.9,1,201609,2,74.648,117
30039028,1,207.6,7,201608,2,39.012,110
30039046,1,249.5,3,201606,4,18.465,115
30039216,1,232.8,5,201609,2,225.387,330
30039262,1,215.3,3,201611,2,6.634,43
30039262,2,215.3,3,201611,2,33.823,75
30039262,3,215.3,3,201611,2,37.344,88
30039270,1,220.2,7,201605,2,8.828,25
30039295,1,275.3,2,201611,2,25.714,89
30039295,2,275.3,2,201611,2,35.777,138
30039334,1,236.5,2,201605,2,28.173000000000002,108
30039339,1,224.3,2,201607,1,1.0,20
30039339,2,224.3,2,201607,1,1.0,20
30039358,1,266.0,3,201609,3,1.68,40
30039380,1,220.3,6,201606,1,1.5,30
30039380,1,220.3,6,201606,2,9.626,28
30039380,2,220.3,6,201606,2,8.295,20
30039400,1,279.7,4,201607,2,0.9390000000000001,20
30039454,1,230.5,3,201607,2,15.35,65
30039459,2,263.7,4,201608,2,7.5889999999999995,17
30039481,1,207.6,3,201609,1,0.753,70
30039543,1,205.2,5,201608,2,2.8049999999999997,20
30039561,1,223.6,3,201609,1,1.5,90
30039561,1,223.6,3,201609,2,3.556,10
30039563,1,212.0,6,201610,2,45.961,105
30039563,2,212.0,6,201610,2,31.509999999999998,60
30039574,1,224.2,3,201607,2,21.378999999999998,41
30039584,1,282.6,5,201607,2,24.0,90
30039584,2,282.6,5,201607,2,14.875,60
30039596,1,274.0,4,201610,2,37.969,74
30039596,2,274.0,4,201610,2,6.74,14
30039625,1,225.0,4,201606,2,18.558,55
30039638,1,276.3,5,201606,2,14.031,39
30039638,2,276.3,5,201606,2,21.262,62
30039663,1,240.2,3,201610,2,4.141,20
30039680,1,224.3,5,201606,1,8.948,103
30039680,2,224.3,5,201606,1,0.59,24
30039680,2,224.3,5,201606,3,3.902,60
30039689,1,220.2,5,201605,1,1.846,60
30039689,1,220.2,5,201605,2,17.436999999999998,80
30039689,2,220.2,5,201605,2,9.657,30
30039703,1,279.7,7,201607,1,1.134,10
30039703,1,279.7,7,201607,2,206.65300000000002,280
30039703,2,279.7,7,201607,1,1.134,10
30039703,2,279.7,7,201607,2,211.179,300
30039716,1,263.7,3,201612,1,5.0,120
30039716,1,263.7,3,201612,2,15.604,82
30039716,2,263.7,3,201612,2,15.604,72
30039740,1,237.2,7,201610,2,36.333,70
30039740,2,237.2,7,201610,2,36.333,70
30039790,1,275.3,2,201611,2,3.9459999999999997,35
30039800,2,220.4,3,201606,2,39.742999999999995,125
30039819,1,273.4,7,201607,1,7.078,48
30039819,1,273.4,7,201607,6,1.716,52
30039831,1,274.4,2,201610,2,61.848,80
30039831,2,274.4,2,201610,2,47.876,65
30039840,1,235.7,6,201609,1,2.86,31
30039840,1,235.7,6,201609,2,26.044999999999998,85
30039840,2,235.7,6,201609,1,2.8409999999999997,15
30039840,2,235.7,6,201609,2,7.393,15
30039840,2,235.7,6,201609,5,75.569,120
30039862,1,271.2,1,201611,1,0.06,10
30039862,1,271.2,1,201611,2,20.384999999999998,60
30039924,2,218.0,7,201607,2,2.064,20
30039931,1,218.4,1,201608,2,45.501,70
30039958,1,225.0,1,201606,2,59.477,83
30039958,2,225.0,1,201606,2,3.087,3
30039958,3,225.0,1,201606,2,49.247,68
30039965,1,275.3,1,201611,1,0.728,9
30039965,1,275.3,1,201611,2,7.7509999999999994,43
30039981,1,208.8,5,201607,2,20.598,36
30039981,2,208.8,5,201607,2,28.815,83
30040007,1,230.5,4,201607,2,31.340999999999998,88
30040055,1,223.6,1,201610,2,19.369999999999997,50
30040058,1,274.3,6,201610,2,65.17500000000001,115
30040058,2,274.3,6,201610,2,48.953,60
30040074,1,266.3,4,201604,2,12.938,59
30040074,2,266.3,4,201604,2,8.611,40
30040074,3,266.3,4,201604,2,3.38,10
30040081,1,219.5,7,201604,2,20.727,40
30040094,1,227.2,2,201607,6,28.656,170
30040179,1,282.6,3,201607,2,26.035,84
30040179,2,282.6,3,201607,2,24.46,75
30040285,1,271.6,6,201609,1,0.154,20
30040285,1,271.6,6,201609,2,23.604,115
30040380,1,224.2,3,201607,2,17.194000000000003,20
30040429,1,226.9,7,201609,1,2.7,47
30040429,1,226.9,7,201609,2,10.625,52
30040429,2,226.9,7,201609,1,3.367,85
30040429,2,226.9,7,201609,2,10.625,31
30040477,1,263.5,4,201608,2,24.562,100
30040492,1,237.2,2,201610,2,27.798000000000002,111
30040492,2,237.2,2,201610,2,27.798000000000002,111
30040494,1,207.6,5,201608,2,64.802,125
30040494,2,207.6,5,201608,2,109.007,173
30040499,1,276.3,4,201606,1,3.2,55
30040499,1,276.3,4,201606,2,4.272,19
30040499,2,276.3,4,201606,1,3.2,55
30040499,2,276.3,4,201606,2,7.678,23
30040504,1,216.4,4,201608,2,26.923,58
30040522,1,207.9,7,201609,2,73.17,133
30040541,1,205.2,4,201608,2,462.65099999999995,488
30040563,1,266.0,7,201609,2,68.91199999999999,135
30040563,2,266.0,7,201609,2,47.625,93
30040611,1,242.0,6,201607,2,35.306,79
30040611,2,242.0,6,201607,2,26.63,76
30040611,3,242.0,6,201607,2,29.618,71
30040659,1,241.3,5,201605,7,1.641,25
30040668,1,211.5,7,201607,2,52.739,165
30040668,2,211.5,7,201607,2,52.733,170
30040672,1,211.8,6,201609,2,12.678,55
30040672,2,211.8,6,201609,2,12.678,55
30040674,2,266.0,1,201609,2,15.173000000000002,49
30040674,3,266.0,1,201609,1,0.889,20
30040700,1,240.8,3,201605,2,26.347,79
30040700,2,240.8,3,201605,2,23.996000000000002,40
30040723,1,222.7,3,201608,1,1.413,210
30040741,1,244.3,7,201606,2,22.76,80
30040741,2,244.3,7,201606,2,22.76,80
30040786,1,233.8,4,201607,2,54.691,130
30040786,2,233.8,4,201607,7,75.049,85
30040786,2,233.8,4,201607,8,828.551,180
30040817,1,231.0,6,201608,2,37.097,99
30040845,1,266.0,2,201609,1,0.26,10
30040845,1,266.0,2,201609,2,9.631,50
30040845,2,266.0,2,201609,2,8.142,40
30040845,3,266.0,2,201609,2,9.631,50
30040861,1,246.5,6,201606,2,17.593,51
30040862,1,219.8,1,201606,2,44.434,85
30040863,1,271.7,5,201609,2,7.598,16
30040863,2,271.7,5,201609,2,7.598,16
30040868,3,208.7,2,201611,2,18.057,60
30040874,1,243.6,6,201607,2,7.071,20
30040899,1,282.6,7,201607,2,3.941,35
30040929,1,217.5,2,201608,2,22.388,50
30040984,1,259.6,7,201608,1,1.008,45
30040984,1,259.6,7,201608,4,0.189,30
30041022,1,208.8,4,201607,2,23.295,69
30041022,2,208.8,4,201607,3,4.86,44
30041037,1,218.1,3,201604,2,24.641,60
30041047,1,245.8,4,201606,2,26.636000000000003,56
30041047,2,245.8,4,201606,1,0.151,2
30041047,2,245.8,4,201606,2,19.107,36
30041050,1,219.5,6,201604,2,40.418,91
30041052,1,274.0,3,201610,2,79.027,280
30041052,2,274.0,3,201610,2,39.496,60
30041052,2,274.0,3,201610,5,34.219,105
30041100,1,211.3,3,201609,2,133.203,208
30041123,1,216.5,3,201610,2,12.155000000000001,45
30041123,2,216.5,3,201610,2,52.738,85
30041137,1,278.7,3,201607,2,21.052,40
30041141,1,220.2,4,201605,2,44.885000000000005,93
30041141,2,220.2,4,201605,2,44.885000000000005,93
30041162,1,211.3,5,201609,2,121.164,235
30041162,2,211.3,5,201609,1,1.116,15
30041162,2,211.3,5,201609,2,90.731,182
30041193,1,270.2,2,201605,2,4.193,20
30041193,2,270.2,2,201605,2,1.383,10
30041271,1,207.6,4,201608,2,56.361,90
30041271,2,207.6,4,201608,2,25.681,40
30041374,1,231.0,2,201608,2,26.774,52
30041414,1,207.6,4,201609,2,19.964,55
30041414,2,207.6,4,201609,2,55.293,182
30041416,1,211.8,5,201609,2,125.002,214
30041416,2,211.8,5,201609,2,61.980999999999995,115
30041466,1,278.7,3,201607,2,79.328,130
30041466,2,278.7,3,201607,2,32.465,105
30041501,1,228.3,4,201608,1,0.274,4
30041501,1,228.3,4,201608,2,82.901,139
30041501,1,228.3,4,201608,6,1.065,34
30041501,2,228.3,4,201608,1,1.0290000000000001,45
30041501,2,228.3,4,201608,2,82.904,139
30041501,2,228.3,4,201608,6,0.533,13
30041529,1,274.0,5,201610,1,2.408,50
30041530,1,239.5,3,201610,1,0.835,6
30041530,1,239.5,3,201610,2,40.064,164
30041532,1,235.6,2,201609,2,7.997999999999999,41
30041532,1,235.6,2,201609,4,30.247,205
30041532,3,235.6,2,201609,4,7.229,120
30041535,1,267.7,4,201608,1,0.446,44
30041535,1,267.7,4,201608,2,54.846000000000004,174
30041535,2,267.7,4,201608,2,236.648,274
30041557,1,218.0,6,201607,2,51.474999999999994,90
30041557,1,218.0,6,201607,8,631.311,110
30041557,2,218.0,6,201607,2,66.48,161
30041598,1,237.1,1,201606,1,0.076,30
