HOUSEID,PERSONID,DRIVER,EDUC,R_AGE,R_RACE,R_SEX_IMP,WORKER
30065531,1,1,4,31,1,2,1
30065556,1,1,5,81,1,1,2
30065556,2,1,1,83,1,2,2
30065563,1,1,4,57,1,2,1
30065574,1,1,2,92,1,2,2
30065596,1,1,5,35,1,2,1
30065596,2,1,5,36,1,1,1
30065617,1,2,3,24,6,1,1
30065629,1,1,3,60,1,2,2
30065629,2,1,1,65,6,1,2
30065647,1,1,4,30,1,2,1
30065647,2,1,3,30,1,1,1
30065709,1,1,4,51,1,1,2
30065709,2,1,4,49,1,2,2
30065709,3,1,3,19,1,1,1
30065709,4,2,1,17,1,2,2
30065717,1,1,5,73,1,2,1
30065724,1,1,4,26,1,2,1
30065725,1,1,4,57,1,1,1
30065775,1,1,5,63,1,1,2
30065775,2,1,5,63,1,2,1
30065784,1,1,5,65,1,1,2
30065784,2,1,5,62,1,2,1
30065784,3,1,3,25,97,1,2
30065784,4,1,4,23,1,1,1
30065791,1,1,4,63,3,2,1
30065791,2,1,4,66,3,1,2
30065791,3,1,4,62,3,2,2
30065791,4,2,1,16,3,2,2
30065844,1,1,3,55,2,1,1
30065844,2,2,2,32,2,2,2
30065844,3,2,5,45,2,2,2
30065876,1,1,5,32,1,2,1
30065904,1,1,5,32,1,1,1
30065904,2,1,4,29,1,2,1
30065920,1,1,3,53,1,2,1
30065920,2,1,3,57,1,1,2
30065958,1,1,1,62,1,2,1
30065958,2,1,3,25,1,2,1
30065964,1,1,5,31,1,2,1
30065964,2,1,5,31,1,1,1
30065974,1,1,4,55,1,2,1
30065974,2,1,4,58,1,1,1
30065984,1,1,2,76,1,1,2
30065984,2,1,2,68,1,2,2
30065986,1,1,4,40,3,1,2
30065986,2,1,4,39,97,2,1
30066010,1,1,4,58,1,1,2
30066010,2,2,2,92,1,2,2
30066016,1,1,4,66,1,2,1
30066016,2,1,2,83,1,1,2
30066028,1,1,5,72,2,1,2
30066028,2,1,4,71,2,2,2
30066079,1,1,5,76,1,2,2
30066120,1,1,5,66,1,2,2
30066120,2,1,3,69,1,1,2
30066125,1,1,5,69,1,1,2
30066125,2,1,5,65,1,2,1
30066125,3,1,2,26,1,2,1
30066218,1,1,4,45,1,2,1
30066264,1,1,5,38,1,1,1
30066284,1,1,4,83,3,1,2
30066284,2,2,3,78,3,2,2
30066284,3,1,3,43,3,2,1
30066284,4,1,4,45,3,1,1
30066284,5,1,3,23,3,2,1
30066284,6,1,4,26,3,2,1
30066284,7,2,2,28,3,1,1
30066295,1,1,5,60,3,2,1
30066295,2,1,5,60,3,1,1
30066348,1,1,4,34,1,2,1
30066348,2,1,4,36,2,1,1
30066363,1,1,3,66,1,2,2
30066363,2,1,4,67,1,1,2
30066366,1,1,5,76,3,1,2
30066373,1,1,5,50,1,2,1
30066373,2,1,4,52,1,1,1
30066406,1,1,4,70,1,2,1
30066409,1,1,5,61,6,1,1
30066430,1,1,4,45,1,2,1
30066430,2,1,3,55,1,1,1
30066430,3,2,2,22,1,2,2
30066463,1,1,4,87,1,2,2
30066468,1,1,5,29,1,2,1
30066468,2,1,5,31,3,1,1
30066470,1,1,5,37,1,2,1
30066517,1,1,5,73,1,2,2
30066589,1,1,4,64,1,1,1
30066589,2,1,3,64,1,2,2
30066592,1,1,5,63,1,1,1
30066592,2,1,3,59,1,2,2
30066611,1,1,4,45,1,1,1
30066611,2,1,5,44,1,2,1
30066613,1,1,3,41,1,1,1
30066613,2,1,5,40,97,2,2
30066652,1,1,3,62,2,2,2
30066659,1,1,4,28,3,1,1
30066659,2,1,4,30,3,1,1
30066659,3,2,4,36,3,1,1
30066662,1,1,4,60,1,2,2
30066662,2,1,3,62,1,1,1
30066721,1,1,1,38,2,2,2
30066721,2,2,1,16,2,2,2
30066736,1,1,3,48,2,2,1
30066736,2,1,2,18,2,2,2
30066776,1,1,5,78,1,2,2
30066802,1,1,4,72,1,2,2
30066802,2,1,3,76,1,1,2
30066821,1,1,5,52,1,2,1
30066851,1,1,5,61,2,2,1
30066851,2,1,3,67,2,1,1
30066904,1,1,4,69,1,1,2
30066925,1,1,5,56,1,2,1
30066925,2,1,5,51,1,1,1
30066945,1,1,3,51,97,1,1
30066945,2,1,2,50,97,2,2
30066969,1,1,4,65,3,1,2
30066969,2,1,3,52,3,2,2
30066969,3,1,3,21,3,2,1
30067000,1,1,2,34,2,2,1
30067013,1,1,4,42,1,2,1
30067013,2,1,4,46,1,1,1
30067041,1,1,3,73,1,2,1
30067059,1,1,3,73,1,2,2
30067067,1,1,4,27,1,2,1
30067067,2,1,4,27,1,1,1
30067079,1,1,2,63,1,1,1
30067098,1,1,5,31,1,1,1
30067109,1,1,5,79,1,1,2
30067109,2,1,4,77,1,2,2
30067136,1,1,5,69,1,2,2
30067136,2,1,5,74,2,1,1
30067191,1,1,3,56,1,1,1
30067200,1,1,5,60,1,1,2
30067200,2,1,4,63,1,2,2
30067206,1,1,5,42,1,1,1
30067206,2,1,5,41,1,2,1
30067209,1,1,5,73,1,2,2
30067295,1,1,5,75,1,2,2
30067295,2,1,4,74,1,1,1
30067304,1,1,5,70,1,1,1
30067304,2,1,3,69,1,2,2
30067356,1,1,4,61,1,1,1
30067356,2,1,2,60,1,2,2
30067398,1,1,4,63,1,1,1
30067398,2,1,3,59,1,2,1
30067480,1,1,4,26,1,1,1
30067480,2,1,3,26,1,2,2
30067485,1,1,4,23,3,1,1
30067485,2,1,4,52,3,1,1
30067485,3,1,5,50,3,2,1
30067500,1,1,3,49,1,2,1
30067500,2,1,5,55,1,1,1
30067500,3,2,3,86,1,2,2
30067571,1,1,4,58,1,1,1
30067576,1,1,4,76,1,1,2
30067576,2,1,4,74,1,2,2
30067581,1,1,4,58,1,2,1
30067590,1,1,3,31,1,2,1
30067590,2,1,3,32,97,1,1
30067598,1,1,4,52,1,1,1
30067601,1,1,1,37,97,1,2
30067661,1,1,4,62,2,2,1
30067676,1,1,4,71,1,2,2
30067690,1,1,4,51,3,1,2
30067690,2,1,4,55,3,2,2
30067690,3,2,1,16,3,1,2
30067704,1,1,3,52,1,2,1
30067714,1,1,3,48,1,2,1
30067714,2,1,4,49,1,1,1
30067719,1,1,5,60,1,1,1
30067719,2,1,5,59,1,2,1
30067719,3,1,2,26,1,1,2
30067724,1,1,4,33,1,2,1
30067735,1,1,3,54,97,1,1
30067735,2,1,3,51,97,2,1
30067746,1,1,4,27,1,1,2
30067746,2,1,4,24,1,2,2
30067753,1,1,3,80,1,1,2
30067753,2,2,3,83,1,2,2
30067764,1,1,5,46,3,1,1
30067767,1,1,4,29,1,2,1
30067784,1,1,5,30,1,1,1
30067784,2,1,3,31,1,2,1
30067786,1,2,2,88,1,2,2
30067810,1,1,4,79,2,1,2
30067810,2,2,3,65,2,2,1
30067810,3,2,1,28,2,1,2
30067813,1,1,4,29,1,2,1
30067845,1,1,2,67,1,1,2
30067888,1,1,5,69,1,1,1
30067888,2,1,4,67,1,2,2
30067897,1,1,3,59,1,1,1
30067897,2,1,3,57,1,2,2
30067897,3,1,5,26,1,2,1
30067897,4,1,4,24,1,2,2
30067940,1,1,4,28,1,1,1
30067940,2,1,5,29,1,2,1
30067940,3,1,3,63,1,2,1
30067995,1,1,3,50,2,2,1
30067995,2,1,2,60,2,1,1
30068006,1,1,4,58,2,2,2
30068006,2,1,3,61,2,1,1
30068007,1,1,5,78,1,1,2
30068007,2,1,4,78,1,2,2
30068011,1,1,5,34,1,2,1
30068011,2,1,5,33,1,1,1
30068022,1,1,5,63,1,1,2
30068022,2,1,3,61,1,2,1
30068024,1,1,3,58,97,1,2
30068024,2,1,5,52,1,2,1
30068028,1,1,3,51,1,2,1
30068036,1,1,5,72,3,1,1
30068036,2,2,1,71,3,2,2
30068068,1,1,5,66,1,1,2
30068068,2,1,2,59,1,2,2
30068076,1,1,4,61,1,2,2
30068076,2,1,4,62,1,1,1
30068079,1,1,4,57,1,2,1
30068079,2,1,4,60,1,1,1
30068079,3,1,4,24,1,1,1
30068120,1,1,2,45,1,1,1
30068137,1,1,5,45,1,2,1
30068137,2,1,2,46,1,1,1
30068137,3,1,1,17,1,1,2
30068137,4,1,3,19,1,1,1
30068144,1,1,5,72,1,1,2
30068144,2,1,4,27,1,1,2
30068145,1,1,5,74,1,1,1
30068145,2,1,3,60,1,2,1
30068190,1,1,4,51,1,2,2
30068190,2,1,4,58,1,1,1
30068190,3,1,3,20,1,1,1
30068247,1,1,3,92,1,1,1
30068247,2,1,4,92,1,2,2
30068273,1,1,5,72,1,1,1
30068296,1,1,4,46,1,2,1
30068296,2,1,2,50,1,2,1
30068323,1,1,4,53,1,2,1
30068323,2,2,5,88,1,2,2
30068351,1,1,4,69,1,1,2
30068351,2,1,4,67,1,2,2
30068366,1,1,3,71,1,2,2
30068377,1,1,3,59,1,2,2
30068384,1,1,4,72,1,2,2
30068384,2,1,4,75,1,1,2
30068433,1,1,5,61,1,1,1
30068457,1,1,5,68,1,1,2
30068457,2,1,3,66,1,2,2
30068462,1,1,5,44,1,2,1
30068462,2,1,1,16,1,1,1
30068518,1,1,3,61,1,1,1
30068518,2,1,3,58,1,2,1
30068525,1,1,4,67,1,2,1
30068566,1,1,5,69,1,1,2
30068566,2,1,4,68,1,2,2
30068566,3,1,4,29,1,1,2
30068623,1,1,5,32,1,1,1
30068623,2,1,5,28,1,2,1
30068633,1,1,5,45,1,2,1
30068633,2,1,4,55,1,1,1
30068659,1,1,3,68,1,1,2
30068666,1,1,3,65,1,2,2
30068666,2,1,4,67,1,1,2
30068688,1,1,5,50,1,1,1
30068704,1,2,3,60,2,1,2
30068708,1,1,4,44,1,2,1
30068747,1,1,2,45,2,2,2
30068747,2,1,3,46,2,1,2
30068788,1,1,5,48,1,1,1
30068788,2,1,5,48,1,2,1
30068788,3,1,3,21,1,1,1
30068811,1,1,5,67,1,1,1
30068811,2,1,5,69,1,2,1
30068876,1,1,2,75,1,1,2
30068876,2,1,2,75,1,2,2
30068887,1,1,5,61,1,1,1
30068887,2,1,5,61,1,2,1
30068918,1,1,2,72,1,2,2
30068918,2,2,3,88,1,1,2
30068966,1,1,5,74,1,2,2
30068983,1,1,4,26,1,2,1
30068983,2,1,5,63,1,1,1
30068983,3,1,5,65,1,2,1
30068994,1,1,3,55,1,1,1
30069002,1,2,2,92,1,2,2
30069003,1,1,3,70,1,1,2
30069003,2,1,3,70,1,2,2
30069009,1,2,3,61,97,1,2
30069022,1,1,4,68,1,2,1
30069032,1,1,5,76,1,1,2
30069129,1,2,3,66,1,2,2
30069129,2,1,2,32,97,1,1
30069129,3,2,2,27,97,2,2
30069210,1,1,5,75,1,2,2
30069218,1,1,4,57,2,2,2
30069218,2,2,3,22,2,1,1
30069218,3,1,3,62,2,1,2
30069230,1,1,3,82,1,1,2
30069253,1,1,4,64,1,2,2
30069255,1,1,3,82,1,2,1
30069304,1,1,4,59,2,1,2
30069308,1,1,5,65,1,1,1
30069308,2,1,4,62,1,2,1
30069308,3,1,4,35,1,2,2
30069347,1,1,3,78,1,2,2
30069387,1,1,1,68,3,2,2
30069387,2,1,1,76,3,1,2
30069387,3,1,4,39,3,1,1
30069387,4,1,4,36,3,1,1
30069409,1,1,3,69,1,1,2
30069421,1,1,3,78,2,2,2
30069423,1,1,3,65,1,1,2
30069423,2,1,3,64,1,2,1
30069552,1,1,4,73,1,1,2
30069552,2,1,2,75,1,2,2
30069556,1,1,4,77,1,1,2
30069556,2,2,5,76,1,2,2
30069567,1,1,5,30,1,1,1
30069567,2,1,5,30,1,2,1
30069576,1,1,5,81,1,1,2
30069615,1,1,4,33,1,1,1
30069615,2,1,4,34,97,2,2
30069630,1,1,1,55,1,1,1
30069630,2,2,3,48,1,2,2
30069641,1,1,3,54,1,1,1
30069641,2,1,2,48,1,2,2
30069641,3,1,4,27,1,1,1
30069641,4,1,3,25,1,1,1
30069641,5,1,3,20,1,1,1
30069641,6,1,3,18,1,2,1
30069655,1,1,2,52,1,2,1
30069655,2,1,3,23,1,1,2
30069656,1,1,4,85,1,1,2
30069656,2,1,4,85,1,2,2
30069660,1,1,3,66,1,1,2
30069660,2,1,5,59,1,2,2
30069660,3,1,3,19,1,1,2
30069668,1,1,2,59,1,2,1
30069668,2,1,2,62,3,1,1
30069674,1,1,4,34,1,1,1
30069680,1,1,5,66,1,2,2
30069680,2,1,3,69,1,1,1
30069686,1,1,2,72,1,2,1
30069686,2,2,4,52,1,1,2
30069687,1,1,2,69,1,1,2
30069687,2,1,3,69,1,2,2
30069726,1,1,4,86,3,1,2
30069726,2,1,3,84,3,2,2
30069751,1,1,5,55,1,2,2
30069759,1,1,5,29,2,2,1
30069803,1,1,2,58,1,1,1
30069803,2,1,3,57,1,2,1
30069837,1,1,5,66,1,2,2
30069891,1,1,3,62,2,2,2
30069896,1,1,3,56,1,2,2
30069921,1,1,1,81,1,1,2
30069921,2,1,2,35,1,1,1
30069966,1,1,4,57,1,2,1
30069966,2,2,2,28,1,1,1
30069966,3,1,4,25,1,2,1
30069966,4,1,1,16,1,1,1
30069970,1,1,3,75,2,2,2
30069974,1,1,2,64,1,2,2
30069974,2,1,2,65,1,1,1
30069983,1,1,3,63,1,2,1
30069996,1,1,4,76,1,1,2
30069996,2,1,4,43,1,1,1
30070013,1,1,3,60,1,1,1
30070046,1,1,4,23,1,2,1
30070051,1,1,5,61,1,1,2
30070051,2,1,5,59,1,2,1
30070110,1,1,4,62,1,1,2
30070110,2,1,3,58,1,2,1
30070132,1,2,5,80,1,1,2
30070132,2,1,5,73,1,2,2
30070142,1,1,5,36,1,1,1
30070142,2,1,5,35,1,2,2
30070192,1,1,4,27,1,2,1
30070199,1,1,5,67,1,1,1
30070199,2,1,4,67,1,2,2
30070208,1,1,5,36,97,2,1
30070208,2,1,4,35,1,1,1
30070213,1,1,3,75,1,1,1
30070213,2,1,3,69,1,2,1
30070222,1,1,4,32,1,2,2
30070222,2,1,5,33,1,1,1
30070251,1,1,4,68,1,1,2
30070251,2,1,4,55,1,1,1
30070251,3,1,4,61,1,2,2
30070281,1,1,2,62,1,1,1
30070281,2,1,2,65,1,1,2
30070284,1,1,4,49,1,1,1
30070291,1,1,5,27,1,2,1
30070355,1,1,3,62,1,1,2
30070370,1,1,5,62,1,2,1
30070374,1,1,4,23,1,1,2
30070374,2,1,2,21,1,1,1
30070374,3,1,4,63,1,1,1
30070454,1,1,3,68,1,2,2
30070474,1,1,4,44,1,1,1
30070474,2,1,4,42,1,2,1
30070483,1,1,5,80,1,2,2
30070483,2,2,3,45,1,1,1
30070492,1,1,1,48,97,1,2
30070579,1,1,4,23,1,1,1
30070587,1,1,5,60,2,2,2
30070602,1,1,3,69,6,1,2
30070652,1,1,5,69,1,1,1
30070652,2,1,5,68,1,2,1
30070662,1,1,4,29,1,1,1
30070662,2,1,4,26,1,2,1
30070693,1,1,4,47,1,2,2
30070693,2,1,3,45,1,1,1
30070693,3,1,2,18,1,2,2
30070696,1,1,5,30,1,1,1
30070702,1,1,5,25,6,1,1
30070721,1,1,2,57,1,1,1
30070724,1,1,5,51,1,1,1
30070730,1,1,5,70,3,1,2
30070730,2,1,5,68,1,2,2
30070787,1,1,2,75,1,1,2
30070787,2,1,2,68,1,2,1
30070787,3,1,2,40,1,2,2
30070815,1,1,5,78,1,1,2
30070840,1,1,4,50,6,2,1
30070840,2,2,1,16,6,1,2
30070849,1,1,4,30,3,2,1
30070863,1,1,4,69,1,2,2
30070866,1,2,3,23,6,2,2
30070866,2,1,3,27,6,1,1
30070866,3,2,5,62,1,1,2
30070866,4,1,2,57,3,2,2
30070888,1,1,1,52,2,2,2
30070888,2,2,2,29,2,1,2
30070938,1,1,5,46,1,1,1
30070968,1,1,3,58,1,2,2
30070989,1,1,5,43,1,1,1
30070989,2,2,5,36,3,1,2
30070999,1,1,5,53,1,1,1
30070999,2,2,2,58,1,2,2
30071011,1,1,4,30,1,2,1
30071011,2,1,4,30,1,1,1
30071020,1,1,4,62,1,2,2
30071020,2,1,4,64,1,1,2
30071090,1,1,3,84,1,1,2
30071094,1,1,4,56,1,2,1
30071119,1,1,5,46,1,1,1
30071119,2,1,5,48,3,2,1
30071136,1,1,4,31,1,2,1
30071136,2,1,5,32,1,1,1
30071183,1,1,3,61,1,2,1
30071228,1,2,3,56,2,1,2
30071228,2,1,3,50,2,2,1
30071228,3,1,2,32,2,1,1
30071228,4,1,3,26,2,2,1
30071235,1,1,4,28,1,2,1
30071235,2,1,4,29,1,1,1
30071258,1,1,3,31,1,1,1
30071283,1,1,4,39,1,1,1
30071321,1,1,5,39,1,1,1
30071324,1,1,3,59,1,1,1
30071324,2,1,2,54,6,2,1
30071339,1,1,4,35,1,1,1
30071339,2,1,5,35,1,2,1
30071343,1,2,1,72,2,2,2
30071391,1,1,5,26,1,2,1
30071398,1,1,5,38,2,1,1
30071398,2,2,4,32,2,2,2
30071407,1,1,2,24,2,2,2
30071409,1,1,4,73,1,1,2
30071409,2,1,3,70,1,2,2
30071425,1,2,2,56,1,1,2
30071459,1,1,5,32,1,2,1
30071459,2,1,5,32,1,1,1
30071530,1,1,3,66,1,2,1
30071530,2,1,3,66,1,1,1
30071555,1,1,2,54,1,2,2
30071555,2,1,2,53,1,1,1
30071575,1,2,2,59,1,1,2
30071591,1,1,4,40,6,1,1
30071591,2,1,3,36,1,2,1
30071633,1,1,3,75,1,1,2
30071633,2,1,2,68,1,2,2
30071643,1,1,5,60,1,2,1
30071643,2,1,3,67,6,1,2
30071704,1,1,4,35,1,1,1
30071723,1,2,2,64,1,1,2
30071800,1,1,5,71,1,2,2
30071800,2,1,5,72,1,1,1
30071834,1,1,3,44,1,2,1
30071834,2,1,1,45,1,1,1
30071834,3,1,3,50,1,1,1
30071850,1,1,3,55,4,2,1
30071852,1,1,4,32,1,2,1
30071852,2,1,2,34,97,1,1
30071894,1,1,3,65,1,1,1
30071894,2,1,3,57,1,2,1
30071897,1,1,5,61,1,2,2
30071897,2,1,4,62,1,1,1
30071917,1,1,4,47,3,2,1
30071931,1,2,1,61,1,2,2
30071943,1,1,4,34,1,2,1
30071943,2,1,4,34,1,1,1
30071947,1,1,2,69,1,2,2
30071993,1,1,4,35,1,2,1
30071993,2,1,5,42,1,1,1
30072018,1,1,3,70,1,2,2
30072018,2,1,3,73,6,1,2
30072045,1,1,5,60,1,2,1
30072045,2,1,5,60,1,1,1
30072084,1,1,2,68,1,1,2
30072084,2,1,3,58,1,2,1
30072084,3,1,2,38,1,1,1
30072084,4,1,2,19,1,2,2
30072086,1,1,4,84,6,2,2
30072101,1,1,2,77,1,2,1
30072135,1,1,2,52,1,1,1
30072136,1,1,5,31,1,2,1
30072136,2,1,3,38,2,1,1
30072141,1,1,5,35,1,1,1
30072141,2,1,4,32,1,2,1
30072176,1,1,4,70,1,2,2
30072189,1,1,3,67,1,1,2
30072197,1,1,4,58,1,1,1
30072212,1,1,3,63,1,1,2
30072212,2,1,2,71,1,2,2
30072228,1,1,2,68,1,1,2
30072228,2,1,2,60,1,2,2
30072287,1,1,4,52,1,2,1
30072287,2,1,3,54,1,1,1
30072287,3,1,3,20,1,1,1
30072309,1,1,5,69,1,1,1
30072309,2,1,4,68,1,2,1
30072309,3,2,3,92,1,2,2
30072309,4,2,1,74,97,2,1
30072328,1,1,5,83,1,1,2
30072328,2,1,5,78,1,2,2
30072374,1,1,4,92,1,1,2
30072374,2,1,2,87,1,2,2
30072404,1,1,5,67,1,2,2
30072404,2,1,5,64,1,1,2
30072406,1,1,1,92,1,1,2
30072406,2,2,2,92,1,2,2
30072439,1,1,5,24,1,2,1
30072439,2,1,5,25,1,2,1
30072456,1,1,4,53,1,2,2
30072456,2,1,5,65,1,1,2
30072462,1,1,5,75,1,2,2
30072462,2,2,4,85,1,1,2
30072478,1,1,4,39,3,2,2
30072490,1,1,3,85,1,2,2
30072496,1,1,3,65,1,1,2
30072496,2,1,2,65,1,2,2
30072496,3,1,3,28,1,2,1
30072515,1,1,3,64,2,2,1
30072519,1,1,5,92,1,1,2
30072535,1,1,4,30,1,2,2
30072535,2,1,5,36,1,1,1
30072539,1,1,5,53,1,2,1
30072549,1,1,4,59,1,1,1
30072549,2,1,4,60,1,2,2
30072570,1,1,2,59,1,1,1
30072570,2,1,2,59,1,2,1
30072590,1,1,2,70,1,2,2
30072590,2,1,2,68,1,1,2
30072595,1,1,3,66,1,1,2
30072601,1,1,5,57,2,1,1
30072601,2,2,1,21,2,2,2
30072601,3,2,1,16,2,1,2
30072628,1,1,4,47,1,2,1
30072628,2,1,5,49,1,1,1
30072628,3,1,1,17,1,2,2
30072650,1,1,4,63,1,1,2
30072650,2,1,4,69,1,2,2
30072698,1,2,2,21,3,2,1
30072698,2,1,3,57,3,1,1
30072698,3,2,3,58,3,2,1
30072725,1,2,3,71,1,2,2
30072725,2,2,2,30,1,1,2
30072761,1,1,2,60,2,2,2
30072761,2,1,2,41,2,1,1
30072767,1,1,4,53,1,2,1
30072767,2,1,3,20,1,2,1
30072767,3,1,3,18,1,2,1
30072838,1,1,5,44,3,1,1
30072852,1,1,3,52,1,1,1
30072852,2,1,3,53,97,1,1
30072890,1,1,3,65,1,1,2
30072890,2,1,3,61,1,2,2
30072912,1,1,4,92,1,1,2
30072912,2,2,2,92,1,2,2
30072951,1,1,4,83,1,2,2
30072951,2,1,2,45,1,1,1
30072951,3,1,3,24,1,2,1
30073025,1,1,5,60,1,2,1
30073025,2,1,3,68,1,1,1
30073025,3,1,4,25,1,2,1
30073043,1,1,4,63,1,1,1
30073084,1,1,5,61,2,1,1
30073088,1,1,4,60,1,1,1
30073088,2,2,3,39,3,2,1
30073128,1,1,3,19,1,2,2
30073128,2,1,4,45,1,2,1
30073128,3,1,4,56,1,1,2
30073162,1,2,4,63,2,1,2
30073215,1,1,2,61,1,1,1
30073215,2,1,2,62,1,2,1
30073215,3,1,3,24,1,1,2
30073215,4,1,3,28,1,2,1
30073219,1,1,3,58,2,1,2
30073224,1,1,3,69,1,1,2
30073224,2,1,2,67,1,2,2
30073226,1,2,2,69,1,2,2
30073246,1,2,1,69,2,1,2
30073256,1,1,3,65,1,2,1
30073280,1,1,5,52,1,1,1
30073280,2,1,2,54,1,2,1
30073280,3,1,3,20,1,1,1
30073283,1,1,3,57,1,2,2
30073283,2,1,4,73,1,1,1
30073334,1,1,5,32,1,2,1
30073371,1,1,5,40,1,1,1
30073371,2,2,3,27,1,1,2
30073407,1,1,3,21,6,1,1
30073412,1,1,1,70,1,1,2
30073418,1,1,2,92,1,1,2
30073428,1,1,5,65,1,1,2
30073428,2,1,4,65,1,2,2
30073433,1,1,5,75,1,2,2
30073436,1,1,3,45,1,2,1
30073436,2,1,4,46,1,1,1
30073436,3,1,2,19,1,1,1
30073436,4,1,2,18,1,1,1
30073479,1,2,3,88,1,2,2
30073482,1,1,4,67,1,1,2
30073482,2,1,4,67,1,2,2
30073494,1,1,3,57,1,1,1
30073494,2,1,4,58,1,2,1
30073496,1,1,3,77,1,1,2
30073521,1,1,4,52,2,2,2
30073521,2,1,5,61,2,1,1
30073599,1,1,5,26,1,2,1
30073599,2,1,4,25,3,1,1
30073646,1,1,2,45,1,2,2
30073658,1,1,4,81,1,1,2
30073658,2,1,4,73,1,2,2
30073658,3,1,4,51,1,2,1
30073685,1,1,3,46,1,1,1
30073685,2,2,3,19,1,1,2
30073691,1,1,2,67,1,1,2
30073691,2,1,3,57,1,2,1
30073691,3,1,2,35,1,1,1
30073694,1,1,3,73,1,2,1
30073732,1,1,4,61,1,1,1
30073732,2,1,4,59,3,2,1
30073741,1,1,2,21,2,2,1
30073741,2,1,3,28,1,1,1
30073782,1,1,2,68,1,2,2
30073782,2,1,3,46,1,1,1
30073782,3,1,2,76,1,1,1
30073787,1,1,5,75,1,2,2
30073818,1,1,4,59,1,2,1
30073818,2,1,3,59,1,1,1
30073850,1,1,5,37,1,1,1
30073858,1,1,2,80,2,2,2
30073858,2,1,3,42,2,2,1
30073870,1,1,3,65,1,1,2
30073870,2,1,2,58,1,2,1
30073905,1,1,5,62,1,2,2
30073905,2,2,4,63,1,1,2
30073920,1,1,5,56,3,1,1
30073920,2,1,4,55,3,2,2
30073986,1,1,4,28,1,2,2
30073986,2,1,4,27,1,1,1
30073995,1,1,2,45,1,1,1
30073995,2,1,2,57,1,2,2
30073995,3,2,1,17,1,1,2
30074002,1,1,3,76,1,2,2
30074019,1,1,4,67,1,1,1
30074019,2,1,4,65,1,2,1
30074029,1,1,4,62,1,1,1
30074029,2,1,5,62,1,2,2
30074036,1,1,2,85,1,2,2
30074079,1,1,2,49,1,2,2
30074081,1,1,4,44,1,1,1
30074081,2,1,3,39,1,2,1
30074081,3,1,3,19,1,2,1
30074081,4,1,1,17,1,1,2
30074129,1,1,4,28,1,2,1
30074163,1,1,4,74,1,2,2
30074175,1,1,2,67,1,2,2
30074175,2,1,3,68,1,1,2
30074176,1,1,5,51,1,2,1
30074176,2,1,3,51,1,1,1
30074206,1,1,3,55,3,2,1
30074235,1,1,4,28,1,1,1
30074235,2,1,4,22,1,2,1
30074239,1,1,3,70,6,1,2
30074263,1,1,5,61,1,2,1
30074263,2,1,5,35,1,2,1
30074267,1,1,3,58,1,1,1
30074267,2,1,2,62,1,2,2
30074273,1,1,5,49,1,2,1
30074273,2,1,5,59,1,2,1
30074301,1,1,3,62,1,2,1
30074301,2,1,2,63,1,1,2
30074308,1,1,4,66,1,2,2
30074327,1,1,2,85,1,1,2
30074328,1,1,5,32,1,2,2
30074328,2,1,5,32,1,1,1
30074374,1,1,3,49,1,2,1
30074379,1,1,5,67,1,1,1
30074384,1,1,5,33,1,2,1
30074401,1,1,3,67,1,2,2
30074474,1,1,1,76,1,1,2
30074474,2,2,1,78,1,2,2
30074476,1,1,1,61,1,1,1
30074476,2,1,5,58,1,2,1
30074477,1,1,4,33,1,1,1
30074477,2,1,4,32,1,2,1
30074510,1,1,4,29,1,2,1
30074510,2,1,4,29,1,1,1
30074550,1,1,2,65,1,2,2
30074550,2,2,1,88,1,2,2
30074557,1,1,5,52,1,2,1
30074557,2,1,3,20,1,2,1
30074557,3,1,3,18,1,2,2
30074558,1,1,3,42,97,2,2
30074581,1,1,3,34,2,2,2
30074581,2,2,2,69,2,2,2
30074621,1,1,3,68,1,1,2
30074621,2,1,4,66,1,2,2
30074639,1,1,3,55,6,2,2
30074639,2,1,3,65,6,1,1
30074719,1,1,4,65,1,2,2
30074753,1,1,3,56,1,2,1
30074753,2,1,3,64,1,1,1
30074774,1,1,2,62,1,1,1
30074774,2,1,2,70,1,2,2
30074867,1,1,5,49,1,1,1
30074889,1,1,4,49,1,2,1
30074889,2,1,4,50,1,1,1
30074930,1,1,2,18,6,2,1
30074930,2,1,4,21,6,2,1
30074930,3,1,4,47,6,2,1
30074930,4,1,4,54,6,1,1
30074980,1,2,3,24,1,2,1
30074980,2,1,2,30,1,1,1
30075009,1,1,5,77,1,1,2
30075009,2,1,5,92,3,2,2
30075041,1,1,4,92,1,1,2
30075041,2,2,2,92,1,2,2
30075051,1,1,4,33,6,1,1
30075070,1,1,3,67,1,1,2
30075070,2,1,2,67,1,2,1
30075070,3,2,2,92,1,2,2
30075076,1,1,5,85,1,1,2
30075076,2,1,2,80,1,2,2
30075087,1,1,4,59,1,2,1
30075087,2,1,5,61,1,1,1
30075104,1,1,3,86,1,1,2
30075104,2,1,2,79,1,2,2
30075147,1,1,3,60,1,2,1
30075151,1,1,3,52,1,2,1
30075151,2,1,3,23,1,2,1
30075196,1,1,5,54,1,1,1
30075196,2,1,5,57,1,2,2
30075199,1,2,3,58,3,2,2
30075199,2,1,2,67,3,1,2
30075230,1,1,4,74,1,1,2
30075245,1,1,3,57,2,2,1
30075245,2,1,3,68,2,1,2
30075260,1,1,2,76,2,1,2
